#SampleID,#SampleID,empo_0,empo_1,empo_2,empo_3,averagecopy
1883.2007.087.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.1924764276301114
1883.2007.088.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3313797338185602
1883.2007.089.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.4712686595239126
1883.2007.09.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3231957124116254
1883.2007.091.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.230496401101936
1883.2007.092.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.2822418501427117
1883.2007.093.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.376566900916978
1883.2007.094.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0181033101150696
1883.2007.096.Crump.Artic.LTREB.main.lane1.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.346832856294931
1883.2007.097.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2936330674770975
1883.2007.098.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3513014850755165
1883.2007.099.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.380378172771889
1883.2007.1.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.231535990870431
1883.2007.101.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.2755735241264956
1883.2007.102.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2279166164156408
1883.2007.105.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.286396825766414
1883.2007.106.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0767665248185483
1883.2007.107.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.06166108268636
1883.2007.108.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.4396887198163237
1883.2007.109.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.6060386858308635
1883.2007.11.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.299718865035431
1883.2007.111.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.213190923057249
1883.2007.112.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.141655662929775
1883.2007.115.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.241651911236253
1883.2007.116.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1348711291045355
1883.2007.117.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1539853798444346
1883.2007.118.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9999951735692136
1883.2007.12.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.6124649949944954
1883.2007.121.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3095961459823386
1883.2007.122.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3654681257498695
1883.2007.123.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0760496657031435
1883.2007.124.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1019751000587585
1883.2007.125.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.302936727405899
1883.2007.127.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.987581449838973
1883.2007.128.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.233491996733251
1883.2007.129.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3389734926741856
1883.2007.131.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8818980082076076
1883.2007.132.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0552599201431345
1883.2007.135.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3274542698815113
1883.2007.136.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.373368025186308
1883.2007.137.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3055488427767146
1883.2007.138.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.261493969340519
1883.2007.139.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.275550210221526
1883.2007.14.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2156498181456423
1883.2007.141.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2417157007553583
1883.2007.142.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1332430063889216
1883.2007.143.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.421767650007175
1883.2007.144.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4283511351347453
1883.2007.145.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.5013920596718
1883.2007.147.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.395285018458986
1883.2007.149.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.468121232562738
1883.2007.15.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.14767479874608
1883.2007.151.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2213350463931008
1883.2007.152.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4832984330587657
1883.2007.153.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.259387656946762
1883.2007.154.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.173922176064707
1883.2007.155.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1620290550697985
1883.2007.156.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3932889317633195
1883.2007.157.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.210467663194519
1883.2007.158.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.5932705399864306
1883.2007.159.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0033089854209374
1883.2007.16.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4081744980438806
1883.2007.161.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8709486190271303
1883.2007.162.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1709117966754157
1883.2007.165.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1809981857901053
1883.2007.166.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.25027000059018
1883.2007.167.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3899551245793167
1883.2007.168.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9570039217286948
1883.2007.169.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.6373795393207318
1883.2007.172.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1092833517089304
1883.2007.173.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0924878439671226
1883.2007.175.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0544626356840103
1883.2007.176.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.098767221328246
1883.2007.178.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0355305753298776
1883.2007.179.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3772980281158635
1883.2007.181.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1807080697857595
1883.2007.183.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9879145438266455
1883.2007.184.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0612548287324652
1883.2007.186.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1968751122769974
1883.2007.187.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0592196309583874
1883.2007.188.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9746175817437066
1883.2007.189.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8726935137169154
1883.2007.19.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9489533279789566
1883.2007.191.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.262530542675954
1883.2007.192.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2638254395828907
1883.2007.194.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.2584528067723113
1883.2007.195.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.16494530426009
1883.2007.196.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.1736456301484677
1883.2007.197.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.250957669435098
1883.2007.198.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.3933718052684396
1883.2007.199.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2933891162842968
1883.2007.2.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0757844717787606
1883.2007.202.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2643279281266047
1883.2007.204.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1145217474396536
1883.2007.206.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2842448892696314
1883.2007.207.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0887515526536524
1883.2007.208.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.075539812155972
1883.2007.209.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.1876866042207195
1883.2007.21.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.361640538925752
1883.2007.211.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.24339521130391
1883.2007.212.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3325048146542975
1883.2007.213.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.205833192359552
1883.2007.214.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.2724306487726524
1883.2007.218.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.214279185497428
1883.2007.219.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3399062107488575
1883.2007.22.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.0645662460985585
1883.2007.221.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.409124163543251
1883.2007.222.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.414816531442097
1883.2007.223.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3166938507444312
1883.2007.224.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.234653327471241
1883.2007.225.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.249946479475725
1883.2007.226.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2071451117160445
1883.2007.228.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9960019008418939
1883.2007.229.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1366119118554905
1883.2007.23.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.305871247523051
1883.2007.231.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.1582054085321594
1883.2007.232.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.4619664881181116
1883.2007.233.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.4104501887687038
1883.2007.234.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.51615820242931
1883.2007.235.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.134334887626639
1883.2007.236.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.1893094143729606
1883.2007.237.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.232734873230116
1883.2007.239.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.269014593175034
1883.2007.24.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1025181840152753
1883.2007.241.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.323262581145141
1883.2007.242.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.1973178744816804
1883.2007.243.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.327337204684428
1883.2007.244.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.238914712835072
1883.2007.248.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2427584524625717
1883.2007.249.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2837101009099956
1883.2007.25.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.0073698605239785
1883.2007.251.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3527131880619017
1883.2007.252.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.091682410065893
1883.2007.253.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.5411527278451382
1883.2007.254.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.122969998200169
1883.2007.255.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.1964862713355315
1883.2007.256.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2976533658426708
1883.2007.259.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.734338164578217
1883.2007.26.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0027146357275494
1883.2007.261.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.3555610002247147
1883.2007.262.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.2666972288714136
1883.2007.263.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.125964870138681
1883.2007.264.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.29749440896134
1883.2007.265.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.386555030728518
1883.2007.268.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3309031904837028
1883.2007.269.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.45078250089107
1883.2007.27.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.571303803363168
1883.2007.271.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.37477447506244
1883.2007.272.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.2535605095258386
1883.2007.273.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.506223753453269
1883.2007.274.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4344886974609423
1883.2007.277.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.393735752800359
1883.2007.278.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.4133838193430566
1883.2007.279.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.4316189807137714
1883.2007.28.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.384059562358367
1883.2007.281.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2663639857255613
1883.2007.284.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9696685283117972
1883.2007.285.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8737141225954068
1883.2007.287.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9004918807319489
1883.2007.288.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.946339204073727
1883.2007.289.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.7700142308216937
1883.2007.29.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.99711099740225
1883.2007.292.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.911396835523011
1883.2007.294.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9413189404177051
1883.2007.296.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9889048041573332
1883.2007.297.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.7573889143988057
1883.2007.301.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9777418285558765
1883.2007.302.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9772645906864388
1883.2007.303.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.007196664521165
1883.2007.304.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),1.926977889876728
1883.2007.307.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9089827602892053
1883.2007.308.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8819772889105422
1883.2007.309.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9605509522826352
1883.2007.31.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9652646475882054
1883.2007.311.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9240284842886441
1883.2007.312.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1776327461679443
1883.2007.315.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.069381677122351
1883.2007.316.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1854358883249496
1883.2007.322.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.088844006520238
1883.2007.323.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.425655183264112
1883.2007.324.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1260298586455026
1883.2007.328.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1946871716890928
1883.2007.33.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1252122889788883
1883.2007.331.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0736897227993194
1883.2007.332.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.023777869268986
1883.2007.334.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3147361284180152
1883.2007.338.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.185358130029412
1883.2007.339.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1758279853599687
1883.2007.34.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1714188550703626
1883.2007.341.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2631023012529643
1883.2007.343.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3517699413385436
1883.2007.344.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9647314642341265
1883.2007.345.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0112783799707876
1883.2007.346.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2656523318897523
1883.2007.347.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.262289169318264
1883.2007.348.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.24731436473969
1883.2007.349.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9077686707468628
1883.2007.35.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.275768557733356
1883.2007.351.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.212353712582662
1883.2007.352.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.15953523981697
1883.2007.353.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.1907133632456586
1883.2007.354.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1916694593803436
1883.2007.355.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2630380071486167
1883.2007.356.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.1491072205157193
