shared name	CSI_#adducts	CSI_#predictedFPs	CSI_ConfidenceScore	CSI_CSI:FingerIDScore	CSI_ZodiacScore	CSI_SiriusScore	CSI_molecularFormula	CSI_adduct	CSI_InChIkey2D	CSI_InChI	CSI_name	CSI_smiles	CSI_xlogp	CSI_pubchemids	CSI_links	CSI_dbflags	CSI_ionMass	CSI_retentionTimeInSeconds	CSI_id
768	2	5		-266.312	0.897	62.979	C17H29N5O5	[M + H]+	ZSSSGRVFQPVIDG	InChI=1S/C17H29N5O5/c1-11(2)19-17(26)21-7-8-22(14(23)10-27-3)13(9-21)16(25)20-12-5-4-6-18-15(12)24/h11-13H,4-10H2,1-3H3,(H,18,24)(H,19,26)(H,20,25)		CC(C)NC(=O)N1CCN(C(C1)C(=O)NC2CCCNC2=O)C(=O)COC	-1.2	26763584	COCONUT:(CNP0103285);PubChem:(26763584);SuperNatural:(SN00024194);ZINC bio:(ZINC15709542)	3153922	384.225	1604.93	767_140221_768
865	4	4		-44.521	1.0	53.576	C19H37NO	[M + H]+	NJNFUPWMCKHLRE	InChI=1S/C19H37NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(21)20-2/h10-11H,3-9,12-18H2,1-2H3,(H,20,21)	(Z)-N-methyloctadec-9-enamide	CCCCCCCCC=CCCCCCCCC(=O)NC	7.0	3018043;6365676;20836181	NORMAN:(NS00063686);PubChem class - safety and toxic;PubChem:(3018043 6365676 20836181);PubMed;KEGG Mine	8657305666	296.294	1757.777	864_140221_865
770	1	1		-120.608	1.0	156.282	C20H26O3	[M + H]+	RITYYQSDASPQSY	InChI=1S/C20H26O3/c1-13(21)17-8-9-18-15-6-4-3-5-14(22)7-10-19(23)16(15)11-12-20(17,18)2/h15-18H,5-12H2,1-2H3	Pregnyne	CC(=O)C1CCC2C1(CCC3C2CC#CCC(=O)CCC3=O)C	2.3	193998;22800264	MeSH:(193998);PubChem:(193998 22800264);PubMed	70	315.195	1607.712	769_140221_770
354	1	1		-219.565	1.0	33.212	C19H35NO2	[M + H]+	YWSMQDAGCQEIIC	InChI=1S/C19H35NO2/c1-3-4-5-6-7-8-10-13-17(2)14-11-9-12-15-19(22)18(20)16-21/h10,12-15,18-19,21-22H,3-9,11,16,20H2,1-2H3	(9Me,4E,8E,10E-d19:3)sphingosine	CCCCCCCC=CC(=CCCC=CC(C(CO)N)O)C	4.5	42608350;54531273;71666150	COCONUT:(CNP0304327);Natural Products:(UNPD61022);PubChem:(42608350 54531273 71666150);SuperNatural:(SN00348134);CHEBI:(137788);MeSH:(71666150);PubMed	3178598	310.274	986.491	353_140221_354
841	3	3		-157.219	1.0	69.657	C24H34O6	[M - H4O2 + H]+	XLAPKZMXOAISFW	InChI=1S/C24H34O6/c1-11(2)21(28)30-10-14-8-15-17-16(22(17,5)6)7-13(4)23(20(15)27)9-12(3)18(25)24(23,29)19(14)26/h8-9,11,13,15-19,25-26,29H,7,10H2,1-6H3	20-O-Isobutyrylingenol	CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)COC(=O)C(C)C	1.3	173302;53462947;137322131	COCONUT:(CNP0112181);Natural Products:(UNPD30230);PubChem:(173302 53462947 137322131);SuperNatural:(SN00385856);MeSH:(173302);PubMed	3178566	383.22	1706.241	840_140221_841
826	1	1		-131.871	1.0	163.918	C20H26O3	[M + H]+	UVDJGUGLTDSECX	InChI=1S/C20H26O3/c1-12(2)14-10-17(23)20(4)8-7-19(3)15(18(14)20)6-5-13(11-21)9-16(19)22/h5,10-12,15,18H,6-9H2,1-4H3	(3aR,5aR,10aR,10bR)-3a,5a-dimethyl-3,6-dioxo-1-propan-2-yl-4,5,7,10,10a,10b-hexahydrocyclohepta[e]indene-8-carbaldehyde	CC(C)C1=CC(=O)C2(C1C3CC=C(CC(=O)C3(CC2)C)C=O)C	2.3	16739359	COCONUT:(CNP0196688);Natural Products:(UNPD110407);PubChem:(16739359);SuperNatural:(SN00343230);PubMed	3178562	315.195	1685.922	825_140221_826
577	1	1		-207.619	1.0	41.104	C21H39NO2	[M + H]+	NNBNVJGHIBGDAW	InChI=1S/C21H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-24-21(23)18-19-22/h2-18,20H2,1H3	Octadecyl cyanoacetate	CCCCCCCCCCCCCCCCCCOC(=O)CC#N	7.627	3018289	PubChem:(3018289);NORMAN:(NS00061890)	262146	338.304	1309.021	576_140221_577
562	4	4		-61.841	1.0	75.12	C16H28O	[M + H3N + H]+	YLYWMNJAJOQSGH	InChI=1S/C16H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h5-8,16H,2-4,9-15H2,1H3	ACMC-20lvfn	CCCCC=CC=CCCCCCCCC=O	5.7	12017757;11172431;11436306;44256585;54419382	COCONUT:(CNP0295548);Natural Products:(UNPD36955 UNPD44026 UNPD173268 UNPD165600);PubChem:(12017757 11172431 11436306 44256585 54419382);SuperNatural:(SN00246249 SN00273169 SN00296203 SN00317190);PubMed	3178562	254.248	1282.416	561_140221_562
911	3	3		-41.684	1.0	31.922	C18H37NO	[M + H]+	LYRFLYHAGKPMFH	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	Adogen 42	CCCCCCCCCCCCCCCCCC(=O)N	6.575	31292;57432293	HMDB:(34146);PubChem class - food;SuperNatural:(SN00224519);Maconda:(CON00105);additional;HSDB:(124-26-5);MeSH:(31292);PubMed;NORMAN:(NS00003249);COCONUT:(CNP0310603);KNApSAcK:(37572);Natural Products:(UNPD68544);PubChem:(31292 57432293);YMDB Mine;CHEBI:(34900);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C13846);PubChem class - safety and toxic;Training Set	51761694590	284.294	1887.93	910_140221_911
535	3	3		-186.346	1.0	33.458	C24H34O6	[M - H4O2 + H]+	XLAPKZMXOAISFW	InChI=1S/C24H34O6/c1-11(2)21(28)30-10-14-8-15-17-16(22(17,5)6)7-13(4)23(20(15)27)9-12(3)18(25)24(23,29)19(14)26/h8-9,11,13,15-19,25-26,29H,7,10H2,1-6H3	20-O-Isobutyrylingenol	CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)COC(=O)C(C)C	1.3	173302;53462947;137322131	COCONUT:(CNP0112181);Natural Products:(UNPD30230);PubChem:(173302 53462947 137322131);SuperNatural:(SN00385856);MeSH:(173302);PubMed	3178566	383.22	1240.83	534_140221_535
785	1	1		-201.257	1.0	47.949	C24H32O5	[M - H2O + H]+	JYUYCXZRKLRCGB	InChI=1S/C24H32O5/c1-12(25)13-9-18(29)24(6)20-14(26)10-16-21(2,3)17(28)7-8-22(16,4)19(20)15(27)11-23(13,24)5/h13,16,18,29H,7-11H2,1-6H3		CC(=O)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C)O	1.5	139586685	PubChem:(139586685);COCONUT:(CNP0356952)	2097154	383.22	1631.78	784_140221_785
486	3	3		-54.558	1.0	64.025	C14H29NO	[M + H]+	QEALYLRSRQDCRA	InChI=1S/C14H29NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H2,15,16)	Myristamide	CCCCCCCCCCCCCC(=O)N	4.779	69492	SuperNatural:(SN00362595);PubMed;NORMAN:(NS00020015);COCONUT:(CNP0178369);Natural Products:(UNPD122086);PubChem:(69492);YMDB Mine;CHEBI:(137125);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Biocyc:(CPD6666-2);KEGG Mine	60216871010	228.231	1164.876	485_140221_486
771	3	3		-112.522	1.0	165.904	C20H28O4	[M - H4O2 + H]+	UNNCFEGUDGBPCH	InChI=1S/C20H28O4/c1-14(6-5-7-15(2)12-19(23)24)8-9-17-16(13-21)18(22)10-11-20(17,3)4/h5-9,12,18,21-22H,10-11,13H2,1-4H3,(H,23,24)		CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C(CCC1(C)C)O)CO	3.8	131953108;131953109	PubChem:(131953108 131953109);CHEBI:(139262 139261);KEGG Mine	8589934626	297.185	1609.831	770_140221_771
5	2	2		-28.542	1.0	121.094	C17H34O2	[M + H]+	FLIACVVOZYBSBS	InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3	Uniphat A60	CCCCCCCCCCCCCCCC(=O)OC	6.565	8181;12233501;10378565;16122098;16122099;25240711;25240712;25241006;25241008;71309087;71480096;90848369;101144974;101144975;101666390;102602134;129728029;131668202	HMDB:(61859);PubChem class - food;SuperNatural:(SN00161142);ZINC bio:(ZINC43871947);additional;HSDB:(112-39-0);MeSH:(8181);PubMed;NORMAN:(NS00006070);COCONUT:(CNP0274232 CNP0365674);KNApSAcK:(30755);Natural Products:(UNPD145843);PubChem:(8181 12233501 10378565 16122098 16122099 25240711 25240712 25241006 25241008 71309087 71480096 90848369 101144974 101144975 101666390 102602134 129728029 131668202);YMDB Mine;CHEBI:(69187);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C16995);PubChem class - safety and toxic;Training Set	51761701758	271.262	61.79	4_140221_5
638	3	3		-168.174	1.0	67.559	C24H34O6	[M - H4O2 + H]+	XLAPKZMXOAISFW	InChI=1S/C24H34O6/c1-11(2)21(28)30-10-14-8-15-17-16(22(17,5)6)7-13(4)23(20(15)27)9-12(3)18(25)24(23,29)19(14)26/h8-9,11,13,15-19,25-26,29H,7,10H2,1-6H3	20-O-Isobutyrylingenol	CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)COC(=O)C(C)C	1.3	173302;53462947;137322131	COCONUT:(CNP0112181);Natural Products:(UNPD30230);PubChem:(173302 53462947 137322131);SuperNatural:(SN00385856);MeSH:(173302);PubMed	3178566	383.22	1405.988	637_140221_638
550	3	3		-133.734	1.0	144.317	C19H30O4	[M - H4O2 + H]+	BCIWKKMTBRYQJU	InChI=1S/C19H30O4/c1-3-4-5-6-7-8-16(20)14-17(21)11-9-15-10-12-18(22)19(13-15)23-2/h10,12-13,16,20,22H,3-9,11,14H2,1-2H3	8-Gingerol	CCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	4.2	168114;5275725;11023711	HMDB:(33615);SuperNatural:(SN00227428 SN00160850);additional;MeSH:(168114);PubMed;COCONUT:(CNP0238417);KNApSAcK:(31475);Natural Products:(UNPD19259);PubChem:(168114 5275725 11023711);CHEBI:(81133);PubChem class - bio and metabolites;KEGG:(C17495);PubChem class - safety and toxic;Training Set	87605630	287.199	1260.87	549_140221_550
351	1	1		-150.097	1.0	68.038	C20H26O3	[M + H]+	FSLMGODKGHHERM	InChI=1S/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-18-17(16(3)21)11-12-20(18,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)	DACP analog of retinoic acid	CC(=CC=CC(=CC(=O)O)C)C=CC1=C(CCC1(C)C)C(=O)C	4.9	119273;6438146	MeSH:(119273 6438146);PubChem:(119273 6438146);PubMed	70	315.195	981.56	350_140221_351
762	3	3		-15.921	1.0	66.1	C16H33NO	[M + H]+	HSEMFIZWXHQJAE	InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H2,17,18)	Amide 16	CCCCCCCCCCCCCCCC(=O)N	5.677	69421;87611917	HMDB:(12273);PubChem class - food;SuperNatural:(SN00273163);additional;MeSH:(69421);PubMed;NORMAN:(NS00014846);COCONUT:(CNP0243925);KNApSAcK:(37269);Natural Products:(UNPD146161);PubChem:(69421 87611917);YMDB Mine;CHEBI:(74475);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD6666-3);KEGG Mine	60351629438	256.263	1593.441	761_140221_762
389	3	3		-107.618	1.0	90.546	C20H28O3	[M - H4O2 + H]+	KGUMXGDKXYTTEY	InChI=1S/C20H28O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13,18,21H,11-12H2,1-5H3,(H,22,23)	4-OH-retinoate	CC1=C(C(CCC1O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	4.5	125629;6438629;13748430;20849244;71749324;71749326;87535520;92436416;93481414;93481415;102461799;123132024;121489328;121489329;126843444;131668079;131953103	COCONUT:(CNP0344133);HMDB:(6254);PubChem:(125629 6438629 13748430 20849244 71749324 71749326 87535520 92436416 93481414 93481415 102461799 123132024 121489328 121489329 126843444 131668079 131953103);CHEBI:(134185 94464 139253 63795 136730 134178 63802);ZINC bio:(ZINC12496833 ZINC12496837);additional;PubChem class - bio and metabolites;MeSH:(125629 6438629);KEGG:(C16677);Training Set;PubMed	19423598	281.19	1032.635	388_140221_389
867	3	3		-60.372	1.0	79.269	C20H34O	[M - H2O + H]+	CECREIRZLPLYDM	InChI=1S/C20H34O/c1-7-19(5,21)14-11-16-15(2)9-10-17-18(3,4)12-8-13-20(16,17)6/h7,16-17,21H,1-2,8-14H2,3-6H3	Manool	CC1(CCCC2(C1CCC(=C)C2CCC(C)(C=C)O)C)C	5.7	92131;636732;238792;3034394;6432584;9860812;12312731;12312732;12312733;12312735;12312736;10891602;11022634;22297354;46229739;90657688;89111444;92235746;101696494;124577838;129317223;134235579	COCONUT:(CNP0105709);KNApSAcK:(22712);Natural Products:(UNPD48927 UNPD67080 UNPD137459 UNPD169614 UNPD48094 UNPD48138);PubChem:(92131 636732 238792 3034394 6432584 9860812 12312731 12312732 12312733 12312735 12312736 10891602 11022634 22297354 46229739 90657688 89111444 92235746 101696494 124577838 129317223 134235579);SuperNatural:(SN00321348 SN00285753 SN00320937 SN00360606 SN00350258 SN00366346);CHEBI:(76945 76954 76948 76944);MeSH:(92131 238792 3034394 6432584 10891602 12312731);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-14035 CPD-14032 CPD-14034 CPD-14029 CPD-14031 CPD-14028)	70289526	273.257	1761.08	866_140221_867
412	1	2		-336.979	0.984	60.439	C13H26N4O2	[M + H3N + H]+	GNYQZVFBLWITRQ	InChI=1S/C13H26N4O2/c1-11-12(18)14-5-9-16(2)7-4-8-17(3)10-6-15-13(11)19/h11H,4-10H2,1-3H3,(H,14,18)(H,15,19)		CC1C(=O)NCCN(CCCN(CCNC1=O)C)C	-0.2	12710133	COCONUT:(CNP0144683);PubChem:(12710133);SuperNatural:(SN00142814);ZINC bio:(ZINC68604584)	3153922	288.239	1053.05	411_140221_412
131	1	1		-241.296	1.0	49.402	C24H32O5	[M - H2O + H]+	WJAQZMFKAKGKPD	InChI=1S/C24H32O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h8-9,11-13,15-16,19-20,25-27H,4-7,10H2,1-3H3,(H,28,29)		CC(CCC(=O)O)C1CCC2=C3C(C=C4CC(C=CC4(C3=CC(C12C)O)C)O)O	1.4	45253992;45253997	PubChem:(45253992 45253997);PubChem class - bio and metabolites	16777218	383.221	578.04	130_140221_131
583	3	3		-73.106	1.0	23.204	C17H35NO	[M + H]+	REEPJBYQLCWOAR	InChI=1S/C17H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H2,18,19)	Heptadecanamide	CCCCCCCCCCCCCCCCC(=O)N	6.126	12791129	COCONUT:(CNP0176457);Natural Products:(UNPD149831);PubChem:(12791129);SuperNatural:(SN00340527);YMDB Mine;PubMed	34362916930	270.279	1325.127	582_140221_583
372	1	1		-78.18	1.0	53.047	C19H30O2	[M - H2O + H]+	QGXBDMJGAMFCBF	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3	Androtin	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	4.203	225;5879;5880;10203;11303;736280;1769120;1769123;247732;1274488;908626;441302;2754097;2754130;2825511;5701989;7002085;7056348;7056470;7056471;7056472;7058137;7058148;5318140;5318590;6420080;6432531;6432554;6603721;6931620;6954104;10732277;10780013;12306761;12306765;12306767;12306769;12306774;12306775;11055399;11109055;11243255;11868646;11868647;11868648;11868649;11868766;11868767;11868768;11868769;11869362;11869363;11869364;11869365;11875890;11890326;11890327;11957461;11437899;16758042;16759306;16401171;23729586;24131069;25194011;25194106;24867471;44229240;44279170;44307864;49791162;57016141;54227498;54751781;57215542;57285837;56605132;56729943;59476911;66693019;68086858;67797989;68213430;70320590;70322138;70848855;70867481;73707504;71313408;71316349;76322307;76325933;91002940;90350203;90350276;89888779;91591334;101384496;118574610;121225299;121225311;123798158;124897014;124338920;124406580;124406581;126963739;129010252;129359754;129371050;129449076;129460659;133268989;131701265;134688936;134689068;132262880;138402771	HMDB:(31 365 490 546);SuperNatural:(SN00005631 SN00005633 SN00005632 SN00256698 SN00071900 SN00005629 SN00005635 SN00287182 SN00284186 SN00284985 SN00005628 SN00325675 SN00005634 SN00263578 SN00268295 SN00225692 SN00005630 SN00064393 SN00005690 SN00156854 SN00261049);ZINC bio:(ZINC01320121 ZINC03849577 ZINC03849579 ZINC03849581 ZINC03849584 ZINC03849782 ZINC03849783 ZINC03849784 ZINC03849785 ZINC03861550 ZINC03861661 ZINC03869418 ZINC03869419 ZINC03869420 ZINC03869421 ZINC03875364 ZINC03978060 ZINC04073949 ZINC04743888 ZINC12502734 ZINC13543000);additional;MeSH:(5879 5880 441302 6420080);PubMed;NORMAN:(NS00010906);COCONUT:(CNP0199434);Natural Products:(UNPD34747 UNPD125845 UNPD18286 UNPD159823 UNPD148760 UNPD4772 UNPD90186 UNPD31844 UNPD108418 UNPD187409 UNPD29088 UNPD169278);PubChem:(225 5879 5880 10203 11303 736280 1769120 1769123 247732 1274488 908626 441302 2754097 2754130 2825511 5701989 7002085 7056348 7056470 7056471 7056472 7058137 7058148 5318140 5318590 6420080 6432531 6432554 6603721 6931620 6954104 10732277 10780013 12306761 12306765 12306767 12306769 12306774 12306775 11055399 11109055 11243255 11868646 11868647 11868648 11868649 11868766 11868767 11868768 11868769 11869362 11869363 11869364 11869365 11875890 11890326 11890327 11957461 11437899 16758042 16759306 16401171 23729586 24131069 25194011 25194106 24867471 44229240 44279170 44307864 49791162 57016141 54227498 54751781 57215542 57285837 56605132 56729943 59476911 66693019 68086858 67797989 68213430 70320590 70322138 70848855 70867481 73707504 71313408 71316349 76322307 76325933 91002940 90350203 90350276 89888779 91591334 101384496 118574610 121225299 121225311 123798158 124897014 124338920 124406580 124406581 126963739 129010252 129359754 129371050 129449076 129460659 133268989 131701265 134688936 134689068 132262880 138402771);CHEBI:(89524 16032 28195 541975);PubChem class - bio and metabolites;KEGG:(C00523 C04373 C07635);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(ANDROSTERONE 3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE CPD-13750)	121432430	273.221	1018.485	371_140221_372
538	1	1		-82.5	1.0	78.958	C20H32O2	[M - H2O + H]+	FDGQIVOIHOIMNK	InChI=1S/C20H32O2/c1-12-11-20(3)13(10-17(12)21)4-5-14-15-6-7-18(22)19(15,2)9-8-16(14)20/h12-17,21H,4-11H2,1-3H3	2|A-methylandrosterone	CC1CC2(C(CCC3C2CCC4(C3CCC4=O)C)CC1O)C	4.432	244128;247863;57375845;90791161;90379465;99574201;99574202	COCONUT:(CNP0234385);PubChem:(244128 247863 57375845 90791161 90379465 99574201 99574202);SuperNatural:(SN00214728);CHEBI:(79480);additional;KEGG:(C14956);Training Set;PubMed	3686754	287.236	1244.43	537_140221_538
928	2	2		-96.679	1.0	32.793	C27H44O2	[M - H2O + H]+	YIKKMWSQVKJCOP	InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-23,25,28H,6-15H2,1-5H3	Spectrum_001201	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C	7.5	91474;287664;3247054;6710672;10692455;12791164;12791165;12791166;12791167;10179138;10408716;15955968;16758056;22833527;24212189;46782013;50990351;53477696;59884222;59890142;59965214;71749673;73603932;70954122;91746649;99571088;118797457;125027673;125027674;125027675;124301250;126968900;131706080;132082433	HMDB:(501);SuperNatural:(SN00379283 SN00011482 SN00019801 SN00007282 SN00007283 SN00285275);ZINC bio:(ZINC04175330 ZINC04175332 ZINC05103818 ZINC05758789 ZINC06920437 ZINC12494006 ZINC13298404);additional;MeSH:(91474 6710672 53477696 91746649);PubMed;COCONUT:(CNP0206144);Natural Products:(UNPD94438 UNPD2301 UNPD123379);PubChem:(91474 287664 3247054 6710672 10692455 12791164 12791165 12791166 12791167 10179138 10408716 15955968 16758056 22833527 24212189 46782013 50990351 53477696 59884222 59890142 59965214 71749673 73603932 70954122 91746649 99571088 118797457 125027673 125027674 125027675 124301250 126968900 131706080 132082433);CHEBI:(125442 64294);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-14195);KEGG Mine	8610441326	383.33	1956.445	927_140221_928
802	3	3		-117.463	1.0	96.502	C20H26O3	[M - H2O + H]+	RITYYQSDASPQSY	InChI=1S/C20H26O3/c1-13(21)17-8-9-18-15-6-4-3-5-14(22)7-10-19(23)16(15)11-12-20(17,18)2/h15-18H,5-12H2,1-2H3	Pregnyne	CC(=O)C1CCC2C1(CCC3C2CC#CCC(=O)CCC3=O)C	2.3	193998;22800264	MeSH:(193998);PubChem:(193998 22800264);PubMed	70	297.185	1653.111	801_140221_802
714	1	1		-218.535	1.0	50.896	C24H32O5	[M - H2O + H]+	JYUYCXZRKLRCGB	InChI=1S/C24H32O5/c1-12(25)13-9-18(29)24(6)20-14(26)10-16-21(2,3)17(28)7-8-22(16,4)19(20)15(27)11-23(13,24)5/h13,16,18,29H,7-11H2,1-6H3		CC(=O)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C)O	1.5	139586685	PubChem:(139586685);COCONUT:(CNP0356952)	2097154	383.22	1519.245	713_140221_714
840	3	3		-112.317	1.0	163.662	C20H28O5	[M - H4O2 + H]+	VEBVPUXQAPLADL	InChI=1S/C20H28O5/c1-9-7-19-10(2)5-13-14(18(13,3)4)12(17(19)24)6-11(8-21)16(23)20(19,25)15(9)22/h6-7,10,12-16,21-23,25H,5,8H2,1-4H3	ingenol	CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)CO	0.2	3719;442042;463008;9975051;11024498;11187139;44369473;68061388;92043390;90363335;90363339;98052420;101197992;101197993;117725230;117725256;117725249;117725258;117725270;117725272;117725286;117725288;121286706;125124360;125124361;125124362;122488280;130292358;130292569;130292570;130292669;130292670;129607071;131632594;131675184;131705584;132149030;132149041;132149064;132149071;132149072;132149095;132149128;132149139;132149145;134865258;132499027;137326052;137454642;138112994;137795436	SuperNatural:(SN00363310 SN00266906);ZINC bio:(ZINC13827723);additional;MeSH:(3719 442042 463008 9975051 11024498 92043390 131632594 137795436);PubMed;COCONUT:(CNP0182200);KNApSAcK:(3439);Natural Products:(UNPD136291 UNPD178136);PubChem:(3719 442042 463008 9975051 11024498 11187139 44369473 68061388 92043390 90363335 90363339 98052420 101197992 101197993 117725230 117725256 117725249 117725258 117725270 117725272 117725286 117725288 121286706 125124360 125124361 125124362 122488280 130292358 130292569 130292570 130292669 130292670 129607071 131632594 131675184 131705584 132149030 132149041 132149064 132149071 132149072 132149095 132149128 132149139 132149145 134865258 132499027 137326052 137454642 138112994 137795436);CHEBI:(5922);KEGG:(C09112);PubChem class - safety and toxic;Training Set	70836598	313.179	1705.22	839_140221_840
