VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_126_JBGG6D930N	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	15351	15598	9207	Prolyldidemnin_A	9	6.3e-12	1039.62	477.307	-1	M+2H	2	N1(C(=O)C2N(C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@H](NC(=O)[C@@H](NC(=O)C(N(C(=O)C3NCCC3)C)CC(C)C)[C@H](OC(=O)[C@@H]1Cc1ccc(cc1)OC)C)CC(C)C)O)C(C)C)C)CC(C)C)CCC2)C	4.00
spectra-00000_PSM_127_7EXBYKHVYY	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55729	56730	3026	Cyclosporin,_9CI_Cyclosporin_Z	8	7.1e-12	1173.85	594.92	-1	M+2H	2	CCCCCCC1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	3.85
spectra-00000_PSM_128_ZQVEP6W4H9	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51734	52670	8903	euryjanicin_A	9	8.5e-12	826.438	718.413	-1	M+H	1	[C@@H]12CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC2=O)Cc1c[nH]c2c1cccc2)[C@@H](C)CC)CO)Cc1ccccc1)C(C)C	0.00
spectra-00000_PSM_129_7MYP69D8A2	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	32875	33395	2053	Citrusin_V_Citrusin_V	7	8.6e-12	566.343	472.277	-1	M+H	1	CC(C)CC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NCC(=O)N1	0.00
spectra-00000_PSM_130_ZBLHIQ7XRE	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52790	53744	9194	massetolide_I	6	8.7e-12	1111.67	1126.7	-1	M+H	1	N1[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NC(C(=O)OC(C)C(NC(=O)[C@H](NC(=O)[C@@H](NC(=O)C[C@H](CCCCCCC)O)CC(C)C)CCC(=O)O)C(=O)N[C@@H](C(=O)N[C@H](C1=O)CC(C)C)CC)C(CC)C)CO	0.00
spectra-00000_PSM_131_VB6ZRUWJV5	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42326	43056	8847	hymenamide_B	6	9.6e-12	830.396	780.428	-1	M+H	1	[C@H]1(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC1=O)Cc1ccccc1)CCC3)CCC2)CC(=O)N)Cc1ccccc1)C(C)C)CCC(=O)O	0.00
spectra-00000_PSM_132_G12HZOY07X	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42077	42806	4043	Phakellistatin_5_Phakellistatin_5	7	1.0e-11	744.363	748.402	-1	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(CCSC)C(=O)NC(C)C(=O)N1	0.00
spectra-00000_PSM_133_YQLI5H9653	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55699	56699	5805	Isariins_Isariin_C2	8	1.1e-11	567.363	582.386	-1	M+H	1	CCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_134_GQDXUPVUKH	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	53600	54564	504	Nocardiamide_A_Nocardiamide_A	9	1.1e-11	686.437	574.359	-1	M+H	1	CCC(C)C1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)N1	0.00
spectra-00000_PSM_135_VL0ZDUCG3J	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48415	49281	8842	euryjanicin_C	10	1.2e-11	767.458	435.239	-1	M+2H	2	[C@H]1(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C1=O)CC(C)C)Cc1ccccc1)[C@@H](C)CC)CO)[C@@H](C)CC	3.70
spectra-00000_PSM_138_ZEAKUSESB3	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42141	42870	8960	phakellistatin_6	7	1.4e-11	850.474	476.768	-1	M+2H	2	c1ccc2c(c1)c(c[nH]2)C[C@H]1C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)N1)CCC4)Cc1ccccc1)CCC3)[C@@H](C)CC)CCC2)CC(C)C	3.57
spectra-00000_PSM_139_0RSQJ70SVR	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48359	49225	4971	Cyclosporin,_9CI_N9-De-Me	7	1.9e-11	1187.83	1097.67	-1	M+H	1	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	1.79
spectra-00000_PSM_140_PVNMYXWLSE	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	21404	21770	1690	Amphisin_9-L-Glutamic_acid_analogue	7	1.9e-11	1408.84	691.415	-1	M+2H	2	CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(C)OC(=O)CCC(C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCC(=N)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)O	3.45
spectra-00000_PSM_141_MVTWCXDR3N	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	53843	54813	9054	Substance_C;_RP-11072-C	6	2.5e-11	1098.71	1128.71	-1	M+H	1	N12C(=O)C(NC(=O)C(N(C(=O)C3N(C(=O)C(N(C(=O)C)C)C(C)C)CCC3)C)C(OC(=O)CNC(=O)C(N(C(=O)C3N(C(=O)C(N(C(=O)C(NC(=O)C1C[C@H](C2)C)CC(C)C)C)C(C)C)CCC3)C)CC(C)C)C)CC(C)C	1.77
spectra-00000_PSM_142_QX05Z3NHC7	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52364	53314	7173	Enniatins_Enniatin_O1	6	2.5e-11	667.441	654.434	-1	M+H	1	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1	1.75
spectra-00000_PSM_143_S5AVTIFF8H	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42406	43137	499	Sanguinamide_A_Sanguinamide_A	9	2.6e-11	721.362	358.194	-1	M+2H	2	CCC(C)C1c2nc(cs2)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)N1	3.33
spectra-00000_PSM_144_UWWG2N4LKG	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	26266	26682	1995	Tawicyclamide_B_Tawicyclamide_B	6	2.6e-11	772.322	770.645	-1	M+H	1	CCC(C)C1c2nc(cs2)C(=O)NC(C(C)C)C(=O)N2CCC(C2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)NC(CC(C)C)C2=NC(CS2)C(=O)N1	1.74
spectra-00000_PSM_145_LLJU6RAKHY	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	25902	26313	8787	axinastatin_2	6	2.6e-11	766.438	668.223	-1	M+H	1	C1(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](N1)CC(=O)N)CCC2)Cc1ccccc1)C(C)C)CC(C)C	1.72
spectra-00000_PSM_146_ZJCPXYZ39K	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49115	50000	5418	Keenamide_A_15,16-Didehydro	9	2.8e-11	618.32	527.355	-1	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)NCC(=O)NC(COC(C)(C)C=C)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	1.71
spectra-00000_PSM_148_EJ4ALI4GEG	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51962	52900	5867	Isariins_Isariin_E	6	3.5e-11	553.348	548.815	-1	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	2.52
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42275	43005	8943	phakellistatin_2	9	3.7e-11	827.458	414.736	-1	M+2H	2	[C@H]12N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC2=O)Cc2ccc(cc2)O)CCC3)Cc2ccccc2)[C@@H](C)CC)[C@@H](C)CC)CCC1	3.23
spectra-00000_PSM_150_A2WKY7TUT8	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55474	56463	13	Isariins_Isariin_C	8	3.8e-11	567.363	582.387	-1	M+H	1	CCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	2.50
spectra-00000_PSM_151_K6W4VZ64I6	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	44727	45513	1400	Occidiofungin_A_3''ξ-Hydroxy	7	4.0e-11	1214.55	654.316	-1	M+2H	2	CCCCOC1CC(CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(C(c2ccc(cc2)O)O)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CC(=N)O)C(=O)NC(CO)C(=O)NC(C(C(=N)O)O)C(=O)NC1)OC1COC(C(C1O)O)O	3.12
spectra-00000_PSM_152_GVGZZNJJJC	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	29401	29863	3235	Patellamide_G_Patellamide_G	7	4.3e-11	794.324	464.244	-1	M+2H	2	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C)c2nc(cs2)C(=O)NC(CC(C)C)C2=NC(C(C)O2)C(=O)NC(Cc2ccccc2)c2nc(cs2)C(=O)N1	3.03
spectra-00000_PSM_153_VCO7G3N92L	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	46611	47439	5418	Keenamide_A_15,16-Didehydro	7	4.7e-11	618.32	320.187	-1	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)NCC(=O)NC(COC(C)(C)C=C)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	2.94
spectra-00000_PSM_154_TOLI5LI1CG	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	44039	44816	6286	Cyclotheonamide_Cyclotheonamide_E	6	5.0e-11	858.439	454.237	-1	M+2H	2	CCC(C)C1C(=O)NC(C=CC(=O)NCC(C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)C(=O)N1)NC(=O)C(C)NC(=O)Cc1ccccc1)Cc1ccc(cc1)O	2.86
spectra-00000_PSM_155_IIR9O01XZQ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	32601	33116	7194	(ADMAdda5)Microcystins_(ADMAdda5)Microcystin_LHar	7	5.0e-11	1036.56	445.74	-1	M+2H	2	CC(C)CC1C(=O)NC(C(C)C(=O)NC(CCCCNC(=N)N)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC(=O)C)C)C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)N1)C(=O)O)C(=O)O	2.78
spectra-00000_PSM_156_XM7HZ61Q2L	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	43987	44764	4625	Lyngbyazothrin_C_Lyngbyazothrin_C	8	5.1e-11	1531.78	787.436	-1	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)OC(=O)C(Cc2ccc(cc2)O)N(C)C(=O)C)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	2.70
spectra-00000_PSM_157_BWKPKRDM99	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	26201	26616	596	Sanguinamide_B_Sanguinamide_B	6	5.2e-11	710.267	770.245	-1	M+H	1	CC(C)CC1C(=O)N2CCCC2c2nc(cs2)c2nc(co2)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(C)c2nc(cs2)C(=O)N1	2.48
spectra-00000_PSM_158_2ZUNBNLT57	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55643	56640	1243	Destruxins_NVal-De-Me	6	6.0e-11	563.332	578.353	-1	M+H	1	C=CCC1C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	2.46
spectra-00000_PSM_159_MYJMUK1R3K	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	43599	44364	8903	euryjanicin_A	6	6.6e-11	826.438	894.425	-1	M+H	1	[C@@H]12CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC2=O)Cc1c[nH]c2c1cccc2)[C@@H](C)CC)CO)Cc1ccccc1)C(C)C	2.44
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	7618	7679	2065	Scopularide_A_Scopularide_A	8	7.1e-11	671.426	672.433	-1	M+H	1	CCCCCCC(C)C1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)O1	2.42
spectra-00000_PSM_161_WYDK67B1CO	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52006	52947	3591	Citrusin_IX_Citrusin_IX	7	7.2e-11	752.422	357.713	-1	M+2H	2	CCC(C)C1C(=O)NCC(=O)NC(C(C)CC)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCC(=N)O)C(=O)N1	2.63
spectra-00000_PSM_162_YN6QO8089E	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55711	56711	1243	Destruxins_NVal-De-Me	6	1.0e-10	563.332	578.355	-1	M+H	1	C=CCC1C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	2.40
spectra-00000_PSM_163_IV9SKYT7L9	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48363	49229	6522	Cyclosporin,_9CI_Cyclosporin_U	6	1.1e-10	1187.83	1132.71	-1	M+H	1	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	2.38
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	10085	10177	968	Plactin_A_4'-Deoxy	7	1.2e-10	628.406	629.413	-1	M+H	1	CCC(C)C1C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)N1	2.36
spectra-00000_PSM_165_1MS83N73ME	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	27293	27724	6205	Prepatellamide_A_Prepatellamide_A	6	1.4e-10	760.34	382.706	-1	M+2H	2	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C(C)C)c2nc(cs2)C(=O)NC(C(C)CC)C2=NC(CO2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)N1	2.56
spectra-00000_PSM_166_YRK6U1V9Y7	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48323	49189	916	Clonostachysin_A_Clonostachysin_A	6	1.4e-10	1009.66	1115.68	-1	M+H	1	CCC(C)C1C(=O)N(C)C(C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)N2CCCC2C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)NC(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1C	2.34
spectra-00000_PSM_167_HK1XA04LUK	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	15448	15698	8200	E'desotamide'	7	1.7e-10	510.317	502.324	-1	M+H	1	CC[C@@H]([C@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)CNC(=O)CNC1=O)C	2.33
spectra-00000_PSM_168_U5B41ZJ1PN	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	5185	5232	3969	Isariins_Isoisariin_B	7	1.7e-10	595.394	267.21	-1	M+2H	2	CCCCC(C)C1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	2.50
spectra-00000_PSM_169_IKLV6PFZ9L	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	34568	35129	3873	Xylarotide_A_Xylarotide_A	6	2.3e-10	549.389	482.328	-1	M+H	1	CCC(C)C1C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N1	2.31
spectra-00000_PSM_170_2E2KJYC70O	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49211	50098	2053	Citrusin_V_Citrusin_V	7	2.4e-10	566.343	543.314	-1	M+H	1	CC(C)CC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NCC(=O)N1	2.29
spectra-00000_PSM_171_WDC89RT5KQ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	45006	45799	8810	Agardhipeptin-A	8	2.4e-10	833.397	365.734	-1	M+2H	2	N12C(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1c[nH]c2c1cccc2)CC(C)C)Cc1[nH]cnc1)Cc1c[nH]c2c1cccc2	2.44
spectra-00000_PSM_172_KYCVTNAGHT	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	2146	2177	5418	Keenamide_A_15,16-Didehydro	7	2.5e-10	618.32	510.329	-1	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)NCC(=O)NC(COC(C)(C)C=C)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	2.27
spectra-00000_PSM_173_QWNX3PX4O9	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42063	42792	8801	stylissamide_A	8	2.6e-10	844.448	456.229	-1	M+2H	2	c1(CC2C(=O)N3[C@@H](CCC3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)N2)C(C)C)CCC4)CCC3)CCCCN)Cc2ccc(cc2)O)ccc(cc1)O	2.38
spectra-00000_PSM_174_1QK5602UIW	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	25912	26323	8787	axinastatin_2	6	2.7e-10	766.438	668.054	-1	M+H	1	C1(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](N1)CC(=O)N)CCC2)Cc1ccccc1)C(C)C)CC(C)C	2.26
spectra-00000_PSM_175_5ROCGH5Z4M	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51701	52637	5524	Axinastatin_4_Axinastatin_4	7	2.8e-10	806.469	778.413	-1	M+H	1	CC(C)CC1C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)N1	2.24
spectra-00000_PSM_176_KP0MOQ367K	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	44279	45058	6853	Ceratospongamide_Ceratospongamide	7	2.8e-10	767.347	457.263	-1	M+2H	2	CCC(C)C1C2=NC(C(C)O2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	2.33
spectra-00000_PSM_177_TM2TL966UM	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	50723	51647	5418	Keenamide_A_15,16-Didehydro	8	2.8e-10	618.32	536.344	-1	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)NCC(=O)NC(COC(C)(C)C=C)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	2.22
spectra-00000_PSM_178_ZTIMAFGXAQ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51314	52245	3235	Patellamide_G_Patellamide_G	7	2.8e-10	794.324	739.351	-1	M+H	1	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C)c2nc(cs2)C(=O)NC(CC(C)C)C2=NC(C(C)O2)C(=O)NC(Cc2ccccc2)c2nc(cs2)C(=O)N1	2.21
spectra-00000_PSM_179_56N15I70RP	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48874	49752	3466	Petriellin_A_Petriellin_A	9	2.9e-10	1430.88	696.439	-1	M+2H	2	CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C)C(=O)N2CCCC2C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N2CCCCC2C(=O)OC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N1	2.27
spectra-00000_PSM_180_E0RIP9BG6N	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	40027	40712	2923	Microcystin_Microcystin_LAba	7	2.9e-10	923.5	484.276	-1	M+2H	2	CC(C)CC1C(=O)NC(C(C)C(=O)NC(C)(C)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC)C)C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)N1)C(=O)O)C(=O)O	2.22
spectra-00000_PSM_181_8NYCE1B7Y4	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	47383	48235	7734	Bistratamide_D_19α,20-Dihydro	7	3.0e-10	532.247	434.189	-1	M+H	1	CC(C)C1C2=NC(CO2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)NC(C(C)C)C2=NC(C(C)O2)C(=O)N1	2.19
spectra-00000_PSM_182_2SJQK9YCFH	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48492	49360	6124	Patellamide_F_Patellamide_F	7	3.0e-10	762.298	448.221	-1	M+2H	2	CC(C)C1C2=NC(CO2)C(=O)NC(Cc2ccccc2)c2nc(cs2)C(=O)NC(C(C)C)C2=NC(C(C)O2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)N1	2.17
spectra-00000_PSM_183_791CX5LXPZ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	17226	17524	7562	Kulokainalide_1_Kulokainalide_1	8	3.5e-10	890.515	449.251	-1	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)O1	2.13
spectra-00000_PSM_184_96NECMJGW5	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49348	50238	1199	Viequeamide_B_7'',8''-Dihydro	7	3.6e-10	809.494	405.745	-1	M+2H	2	C=CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)NC(C(C)C)C(=O)O1	2.08
spectra-00000_PSM_185_EMDTQL434L	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42795	43534	9061	axinellin_B	7	4.0e-10	937.506	420.226	-1	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)N[C@H]1Cc1c[nH]c5c1cccc5)CCC4)C(C)C)CC(C)C)C(O)C)CCC3)Cc1ccccc1)CCC2	2.04
spectra-00000_PSM_186_BORZ98EO6R	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	26693	27114	1070	Cyclodidemnamide_B_Cyclodidemnamide_B	7	4.1e-10	689.303	382.705	-1	M+2H	2	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	2.00
spectra-00000_PSM_187_58DYFMQTY9	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	38775	39433	5418	Keenamide_A_15,16-Didehydro	6	4.4e-10	618.32	512.344	-1	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)NCC(=O)NC(COC(C)(C)C=C)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	2.17
spectra-00000_PSM_188_31O1VEX0H3	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	43899	44674	1012	Enopeptin_A_4-Demethyl	6	4.6e-10	881.396	985.534	-1	M+H	1	CC1C(=O)N2CCCC2C(=O)OCC(C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)N1)NC(=O)C(Cc1ccccc1)NC(=O)C=CC=CC=CC=CC=CC(=O)NC1=C(CCC1=O)O	2.16
spectra-00000_PSM_190_HC1RJTDFQ1	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24187	24586	7464	Kulomoopunalide_2_Kulomoopunalide_2	6	4.8e-10	702.457	610.41	-1	M+H	1	C#CCCCC1C(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(C(C)CC)C(=O)O1	2.14
